name,dob,gender,email,phone,address,pan,aadhaar,loan_type,loan_amount,income,credit_score,debt_to_income_ratio,loan_purpose,application_channel,repayment_status,loan_approval_status,ip_address,device_id,user_agent,city,state,geo_lat,geo_long,form_fill_time_seconds,login_time_hour,failed_otp_count,num_txn_last_30d,shared_phone_count,shared_device_count,shared_ip_count,email_domain_count,aadhaar_verified,pan_verified,phone_verified,doc_match_score,is_fraud
Yashodhara Kari,1968-09-23,Female,xbedi@example.com,7104404134,"H.No. 25, Bose Path, Vadodara-830103",YRHNB26971,719202168964,Personal,307846,744799,427.0,0.41,Business,Branch,Defaulted,Approved,189.160.136.49,6ff49704-52a0-475d-a4a0-7be0a5b0da9c,Firefox,Karimnagar,Odisha,8.879214,80.998982,14,6,3,63,3,1,1,2,False,True,True,0.64,1
Avi Singh,1997-10-24,Other,sibalalka@example.com,3581231507,"40/01, Kashyap Zila, Erode-294385",AAPWR12415,329788777889,Education,685070,307497,430.0,2.23,Renovation,Branch,Defaulted,Rejected,48.105.161.137,ee3bffd1-3258-4bba-9739-c9b9d9279011,Firefox,Khandwa,Haryana,20.808365,95.91771,49,19,0,40,1,1,1,10,True,True,True,0.77,0
Krishna Kapoor,1963-10-04,Other,goyalyatan@example.org,0855208760,"H.No. 86, Bobal Ganj, Ghaziabad-052305",OUMQF67156,822197068629,Personal,2234791,1490975,526.0,1.5,Medical,Online,Defaulted,Rejected,135.147.58.108,1d90880a-4ea9-4d54-bfe2-33e399a4e7a6,Safari,Bhiwandi,Haryana,17.784696,74.470365,482,7,3,33,1,1,1,8,True,True,True,0.72,0
Yachana Narasimhan,1977-11-01,Male,fgarde@example.org,9619843284,"H.No. 767, Gulati Chowk, Sangli-Miraj & Kupwad-260835",PGLTY89907,468269046920,Education,285711,1004304,800.0,0.28,Travel,Branch,On-time,Approved,49.245.218.252,0816265f-ada5-4af0-8547-8023910638cf,Edge,Thoothukudi,Maharashtra,27.943437,85.914689,568,6,4,7,1,1,1,1,True,True,True,0.73,0
Dhriti Pillay,1966-11-09,Female,chatresh60@example.net,0087997768,"02, Mani Road, Chennai 911357",OQHQC69278,945184142525,Personal,293199,1858904,488.0,0.16,Investment,Branch,Defaulted,Approved,37.40.64.139,091ef621-5e30-4546-98ac-9ccf19485284,Safari,Gurgaon,Arunachal Pradesh,21.201206,92.479124,600,19,0,11,1,1,1,10,True,True,True,0.67,0
Anirudh Shenoy,1980-01-14,Other,fnadkarni@example.com,2887721783,"83/735, Ratti Circle, Kota 517038",HEPKB36008,957420541281,Education,1647324,337580,698.0,4.88,Business,Branch,Delayed,Rejected,31.255.246.123,5a51e1c7-e27c-47b9-80ec-acacbb02c3e5,Firefox,South Dumdum,Goa,16.154819,69.595253,543,8,1,93,1,1,1,6,True,True,True,0.79,0
Tanveer Bedi,2002-06-28,Female,avibasak@example.net,1537835012,"72, Balakrishnan Ganj, Satna-893453",ENEVO69806,440032033797,Auto,723575,1692780,697.0,0.43,Renovation,Branch,Defaulted,Approved,26.241.22.78,5190a717-7242-44ca-8fbe-baf5650a0f71,Firefox,Narasaraopet,Goa,36.722874,72.827062,497,15,5,46,1,1,1,8,True,True,True,0.77,0
Zaitra Chander,2001-06-09,Male,aryan27@example.com,5830236272,"31/08, Talwar, Mysore 767883",EQZWY91158,521311404789,Auto,1838541,1059906,340.0,1.73,Travel,Branch,On-time,Rejected,58.142.81.102,465d4021-c8ac-4cdd-a980-9bd77ae11dbe,Edge,Proddatur,Arunachal Pradesh,29.023261,80.261108,441,22,5,66,1,1,1,7,True,True,True,0.74,0
Sachi Ramakrishnan,1964-11-17,Female,amaira20@example.net,6457408828,"05, Dash Path, Ghaziabad-784410",TLOPQ27445,438979112176,Home,2167057,380315,813.0,5.7,Medical,Online,Defaulted,Approved,208.62.174.33,ecbe8c86-ccfd-4d78-941e-34321017688e,Chrome,Begusarai,Assam,14.153018,79.593782,251,15,4,82,1,1,1,5,True,True,True,0.71,0
Timothy Apte,1966-06-09,Female,william20@example.com,0882623332,"197, Rai Ganj, Jabalpur 225152",DUNAS52853,515640660982,Education,693522,961949,833.0,0.72,Investment,Branch,Delayed,Approved,181.32.51.154,8c20447f-92ed-4b9d-9e59-3bdc265e570b,Firefox,Bongaigaon,Himachal Pradesh,26.01322,77.147754,288,16,4,40,1,1,1,9,True,True,True,0.76,0
Chaitaly Kapoor,1965-11-18,Female,tsuresh@example.net,3781285291,"76/945, Chadha Ganj, Hospet-092506",XQYJX56545,959840291981,Home,1301621,1696207,390.0,0.77,Marriage,Online,On-time,Rejected,65.11.225.196,324156df-fd31-475f-988b-37445572fa95,Chrome,Gandhinagar,Gujarat,15.494554,75.702877,365,8,2,63,1,1,1,2,True,True,True,0.72,0
Jeevika Soman,1993-05-16,Other,dhaliwalbahadurjit@example.org,7871788735,"H.No. 795, Sani Road, Karnal 400147",COJKQ37484,452070739371,Home,1878710,1865803,589.0,1.01,Business,Online,Delayed,Approved,155.150.251.200,4751d440-679c-47b4-8ef6-8a05101a1a01,Firefox,Gandhidham,Meghalaya,24.106176,71.575544,420,8,4,31,1,1,1,6,True,True,True,0.96,0
Vamakshi Chatterjee,1988-07-24,Male,tsarin@example.com,4961301237,"87/54, Morar Road, Agartala 741585",PXXGM09050,556194419072,Auto,425851,690937,774.0,0.62,Medical,Online,Defaulted,Rejected,75.46.32.155,4e9e1729-e6d8-4fa5-9ef3-88c357223955,Chrome,Hyderabad,Odisha,24.81546,93.678,561,4,3,85,1,1,1,9,True,True,True,0.66,0
Urmi Kohli,1973-03-23,Male,chaturadhaliwal@example.net,7006892256,"H.No. 23, Bath Chowk, Singrauli-536219",CJHOH30898,681522326623,Auto,1154577,1418593,429.0,0.81,Renovation,Agent,Delayed,Approved,168.54.125.53,e3c0cd21-9c39-4725-97af-dc2e3addb67f,Edge,Ranchi,Andhra Pradesh,27.75215,71.63058,282,17,5,84,1,1,1,2,True,True,True,0.98,0
Ladli Yogi,1986-07-14,Male,iuppal@example.org,2000449470,"H.No. 17, Bakshi Nagar, Faridabad 375743",RMLGS53294,908591901728,Auto,1045038,1543632,519.0,0.68,Marriage,Agent,Defaulted,Rejected,221.27.230.36,2e39bae7-9960-47ae-9835-d76747f85e68,Edge,Meerut,Sikkim,14.211554,82.578141,393,16,4,42,1,1,1,8,True,True,True,0.63,0
Timothy Jaggi,1969-09-24,Female,xravi@example.com,2942380904,"H.No. 484, Rau Nagar, Mysore 574054",RVJJO89731,523158763776,Business,365385,1337626,519.0,0.27,Travel,Branch,On-time,Approved,182.149.109.56,daebd715-5716-4f51-a493-31f9cf50f972,Opera,Amaravati,Andhra Pradesh,10.242626,69.929882,274,4,2,14,1,1,1,6,True,True,True,0.68,0
Brijesh Chakrabarti,1988-12-02,Female,hyogi@example.net,6917104803,"60/79, Kota Nagar, Shivpuri 234232",GBILC64177,396273178505,Auto,743855,1936038,597.0,0.38,Medical,Agent,Defaulted,Approved,151.254.24.118,d1521088-4b21-4a86-899a-f94cc7f7a972,Edge,Bidhannagar,Tripura,19.623746,90.600082,145,13,4,84,1,1,1,9,True,True,True,0.8,0
Ekantika Menon,2006-06-29,Other,lapte@example.org,0714431818,"H.No. 920, Kurian Chowk, Meerut-968563",DVBRP26704,461489611016,Auto,142927,754540,820.0,0.19,Marriage,Online,Defaulted,Approved,92.52.204.88,0fee247e-ec9e-4d42-bfb6-562c8860df20,Chrome,Sangli-Miraj & Kupwad,Punjab,16.216754,74.302394,159,22,0,25,1,1,1,6,True,True,True,0.97,0
Harini Khosla,1976-03-07,Male,yahviacharya@example.com,6986486195,"38/761, Prakash Road, Shimoga-322814",AFDYB44890,412236487682,Education,2002591,862661,847.0,2.32,Marriage,Agent,On-time,Rejected,131.133.87.123,76df2b90-3907-4a64-a28c-052f6fbdf1e3,Opera,Baranagar,Kerala,34.432577,75.201298,354,12,5,48,1,1,1,2,True,True,True,0.89,0
Akshay Setty,1973-06-18,Other,karaudant@example.net,5114249093,"H.No. 09, Merchant Circle, Vasai-Virar-202160",BTRLC55695,945721183861,Personal,1975199,1268269,343.0,1.56,Renovation,Online,Delayed,Rejected,36.227.149.38,804162ba-3ef7-4bcb-b97e-5f1a5300928c,Chrome,Berhampur,Uttar Pradesh,14.778403,88.362125,45,1,2,86,3,4,6,5,False,False,True,0.15,1
Arjun Tara,1993-04-23,Male,thomasdhillon@example.com,0149833389,"01, Ben Nagar, Ujjain 392007",FSLKU13771,866057429763,Home,716823,1987103,594.0,0.36,Business,Online,Defaulted,Approved,21.119.78.81,665b767a-7f2e-4b53-94b3-e0f6899f6aee,Opera,Suryapet,Gujarat,34.946805,84.535727,191,21,0,56,1,1,1,6,True,True,True,0.74,0
Chakrika Koshy,1990-04-15,Female,ovenkataraman@example.org,7788288782,"H.No. 595, Kannan Zila, Bhopal 049737",VXIHG58853,240433440687,Home,149915,1504741,648.0,0.1,Renovation,Agent,Defaulted,Approved,125.124.222.231,07d695ae-7d04-4cb6-a9bb-366da3bb7721,Safari,Madhyamgram,Uttarakhand,36.54338,96.163499,308,2,3,21,1,1,1,1,True,True,True,0.96,0
Saanvi Chaudhuri,1988-08-06,Other,manbir44@example.org,6376380932,"105, Issac Zila, Jalna-115048",MSSYV93821,402744472448,Auto,1630364,1763367,397.0,0.92,Business,Agent,Delayed,Approved,20.200.14.189,4e5d0370-fc86-4966-bbc1-253194b2f122,Chrome,Kharagpur,Meghalaya,26.734259,93.536458,591,2,3,77,1,1,1,5,True,True,True,0.66,0
Jackson De,2001-01-16,Other,rajeshrijain@example.com,3760312036,"10/25, Chauhan Marg, Imphal 240871",BQJXW06294,957041445372,Personal,1565125,1887343,743.0,0.83,Travel,Branch,On-time,Approved,187.141.113.150,4726dc1c-2cd8-41b6-8d8a-251867de2893,Chrome,Indore,Sikkim,34.382371,85.728031,290,12,3,89,1,1,1,7,True,True,True,0.85,0
Saanvi Bora,2001-05-29,Male,xbhasin@example.org,9056478916,"50, Agrawal Zila, Srinagar-482324",FLXYJ43222,790067680371,Auto,301872,712970,302.0,0.42,Investment,Online,Delayed,Approved,215.49.216.44,b3f8e7f7-113f-40ba-9ddc-dd37cc4367ff,Firefox,Tiruchirappalli,Punjab,20.797129,93.432163,294,22,2,89,1,1,1,3,True,True,True,0.97,0
Rajeshri Anand,1980-11-02,Other,baradikshita@example.org,6999590951,"H.No. 677, Edwin Street, Guna-893132",SJKHS92965,854610906705,Personal,1126242,1598907,495.0,0.7,Marriage,Branch,On-time,Approved,186.140.153.109,10575c9c-5891-44d0-a28a-cb1aa5b2610c,Safari,Gopalpur,Uttar Pradesh,13.867576,77.355112,575,8,0,32,1,1,1,2,True,True,True,0.94,0
Lekha Sur,1996-10-02,Other,fariqbahri@example.com,7321456662,"H.No. 132, Kadakia Ganj, Panchkula-054008",VSFKB74316,436750119484,Education,2340567,1722700,502.0,1.36,Renovation,Online,On-time,Approved,217.236.191.126,0977b1be-ea3f-4949-a845-e33ecaba327b,Edge,Berhampore,Meghalaya,21.767811,89.934968,97,0,1,66,1,1,1,7,True,True,True,0.63,0
Karan Goda,1972-05-02,Female,prashadwazir@example.com,9914051980,"97/039, Sibal Street, Asansol 434072",SPKCB90558,352975987171,Home,1725431,1061017,421.0,1.63,Travel,Agent,On-time,Approved,146.151.193.220,16654d41-7fe8-4aa2-9be3-8ff36dfefb86,Chrome,Kozhikode,Sikkim,35.000206,89.200521,441,2,0,57,1,1,1,3,True,True,True,0.91,0
Warjas Soni,1964-09-11,Female,kamdarfariq@example.org,1930097809,"08, Dada Path, Sirsa 929999",GUBNP41698,696208535948,Education,2375287,1514964,351.0,1.57,Renovation,Branch,Defaulted,Rejected,120.10.134.195,33f8e8c0-fde8-44e3-ade4-bff48f897360,Edge,Bongaigaon,Karnataka,24.486546,91.5072,125,14,3,73,1,1,1,2,True,True,True,0.91,0
Jai Kala,1985-08-30,Female,bakhshilala@example.com,4763592431,"31, Ganesh Chowk, Saharanpur-798125",EIQKT01737,446239993158,Auto,67008,1092095,751.0,0.06,Medical,Online,Delayed,Rejected,210.79.44.238,eec7270a-26bc-41e9-9085-7fdbe923fc01,Edge,Amravati,Karnataka,25.397454,74.104438,20,6,4,21,1,1,1,4,True,True,True,0.65,0
Girik Srinivasan,1967-06-26,Male,darikaravel@example.net,3323976674,"H.No. 70, Ghose, Sri Ganganagar-940745",CXGOT55162,845579618356,Education,1599975,1750419,418.0,0.91,Medical,Branch,On-time,Rejected,59.96.15.164,4dc2e5d5-64be-426d-aaa2-abb2c780fb73,Chrome,Amroha,Himachal Pradesh,21.333737,69.958223,576,4,3,55,1,1,1,1,True,True,True,0.91,0
Amruta Dora,1983-09-09,Female,rachitadara@example.com,4879410867,"567, Mahajan Chowk, Panchkula 681078",YYYSL67030,865014780213,Auto,96183,253776,736.0,0.38,Travel,Agent,Delayed,Approved,104.52.183.104,c1d23c17-24e7-4618-b5ba-ea143e437b55,Firefox,Anantapuram,Telangana,33.667436,72.372226,382,0,5,39,1,1,1,5,True,True,True,0.96,0
Jairaj Madan,1998-04-29,Female,tkapadia@example.net,6519921451,"H.No. 39, Kunda Circle, Chinsurah-139183",BVHWV23503,463303819606,Auto,624764,1365600,,0.46,Travel,Agent,On-time,Rejected,22.137.195.164,21115934-602f-4cbd-a9e1-9208bdc184d3,Safari,Jamshedpur,Mizoram,20.690314,73.19446,37,18,3,16,1,2,5,6,False,True,True,0.19,1
Samar Dara,1995-05-27,Other,fbandi@example.net,2602039867,"418, Khatri Road, Jaunpur-567339",YEHFE02206,304953952363,Auto,2420038,1960960,351.0,1.23,Renovation,Branch,Defaulted,Rejected,193.224.17.105,c4f07408-616b-431c-b888-24fa380f4370,Safari,Ranchi,Bihar,17.872113,68.213847,209,9,5,93,1,1,1,8,True,True,True,0.89,0
Amrita Char,1988-05-17,Male,gauravramesh@example.net,3866285587,"H.No. 915, Saxena Path, Raurkela Industrial Township 466486",EANHS95947,850934194168,Education,790478,1878944,536.0,0.42,Renovation,Online,On-time,Approved,39.190.205.71,cd5ef4ac-20ec-4624-a34d-118a32d32077,Opera,Rohtak,Jharkhand,28.616701,68.908807,475,13,0,65,1,1,1,8,True,True,True,0.81,0
Farhan Pant,1988-04-13,Other,bajwaaahana@example.net,7838381469,"52/833, Das Path, Munger 143407",VUZSD40299,909026705095,Auto,1694646,1015313,577.0,1.67,Medical,Agent,Delayed,Rejected,180.86.238.12,d9cf3573-cbb3-4c0d-9089-57c850596ce4,Opera,Noida,Arunachal Pradesh,31.266174,71.452014,214,17,0,100,1,1,1,2,True,True,True,0.63,0
Jatin Manne,1971-09-10,Other,takamruta@example.net,2479963157,"49/563, Vig Marg, Bidhannagar 199732",ATOCQ64425,290126857309,Personal,1102279,409253,478.0,2.69,Medical,Agent,On-time,Approved,63.221.216.56,b0afa824-00e3-4ebb-b8f8-dc8e85c33bc4,Safari,Bhiwandi,Gujarat,23.144404,89.720662,387,21,3,88,1,1,1,1,True,True,True,0.91,0
Pooja Khurana,1961-03-24,Other,iramakrishnan@example.com,7142400775,"H.No. 15, Narain Zila, Agra 441030",TJSRK41833,826384538365,Personal,2143007,1924297,543.0,1.11,Marriage,Branch,Delayed,Rejected,40.250.67.212,8ea1b47d-3072-45d1-a465-994448b828d1,Firefox,Kishanganj,Bihar,23.113491,78.383765,481,19,0,99,1,1,1,8,True,True,True,0.64,0
Saumya Dayal,1961-12-15,Other,ydalia@example.org,7465679740,"H.No. 83, Bala Circle, Nizamabad 450092",AQQQB01419,312775766534,Education,1100228,869853,380.0,1.26,Business,Agent,On-time,Approved,109.215.128.193,0946de08-9fd7-4a63-8270-2438b9d36a32,Edge,Silchar,Chhattisgarh,22.020354,96.342625,503,0,3,55,1,1,1,7,True,True,True,0.99,0
Charvi Gaba,2004-12-08,Male,chaitanyamahajan@example.com,3734122827,"H.No. 65, Mannan Path, Bathinda 647293",FSSAE67860,456361879875,Home,917153,234487,554.0,3.91,Medical,Agent,Delayed,Approved,202.23.170.176,bf2ca899-34e4-4773-a75e-ba864120d83f,Edge,Gaya,Telangana,18.003513,94.412465,343,10,3,44,1,1,1,1,True,True,True,0.84,0
Shivansh Dhingra,1990-09-29,Other,sbabu@example.org,6945358148,"201, Halder Road, Jamalpur 255867",QNBWV15157,212454899738,Home,1653715,1612924,578.0,1.03,Renovation,Agent,Defaulted,Approved,135.77.184.4,098e58a7-b13e-4e4a-acfb-ef714dbcb224,Firefox,Bangalore,Nagaland,18.34058,95.480327,317,22,1,29,1,1,1,9,True,True,True,0.7,0
Yatin Venkatesh,1961-04-21,Male,issacamruta@example.com,7795328724,"H.No. 00, Swaminathan Street, Jaipur 067161",FEVFQ54707,739092946171,Business,545693,836176,491.0,0.65,Renovation,Online,On-time,Approved,217.77.24.55,a691c516-fa0f-4369-b260-c582c5127cfa,Chrome,Mehsana,Jharkhand,8.136756,93.065947,12,16,0,61,2,3,6,3,False,True,True,0.29,1
Meghana Dani,1970-09-03,Other,vedika84@example.com,0026707446,"52/917, Dhaliwal Path, Rohtak 545718",ZOPCJ19501,699056139682,Personal,602441,217798,844.0,2.77,Investment,Online,Defaulted,Approved,192.204.189.123,d5e4b212-43ba-40af-baa8-b5e2da483bc9,Safari,Orai,Sikkim,20.717278,69.478057,529,11,0,47,1,1,1,6,True,True,True,0.94,0
Yasti Sengupta,1994-09-14,Other,balvansem@example.net,8866098998,"H.No. 78, Natarajan, Jhansi 406813",FNAQM67153,417939705645,Personal,2491845,344865,812.0,7.23,Medical,Online,On-time,Approved,36.232.51.107,ac893ace-ebc0-434b-8cb6-1c5c55e7bec3,Firefox,Shahjahanpur,Odisha,25.131435,95.025476,444,15,3,51,1,1,1,9,True,True,True,0.79,0
Raksha Dass,2004-10-11,Female,oeshi74@example.org,0898651896,"H.No. 938, Dhar Road, Gudivada 795546",RKYPI53520,414291446598,Personal,1537639,680182,329.0,2.26,Travel,Branch,On-time,Approved,70.89.135.88,31407b60-1553-408d-8983-2706b7a88d15,Safari,Jammu,Meghalaya,16.775911,78.046936,74,5,0,84,1,1,1,9,True,True,True,0.93,0
Nathan Vig,1973-11-01,Male,diyadasgupta@example.com,4312971213,"H.No. 05, Goda Chowk, Guwahati 509977",HBFLE05202,145875065991,Auto,2208409,1483490,534.0,1.49,Marriage,Agent,On-time,Approved,194.120.111.140,1475622f-3f8f-4ce8-842d-fd2b6de7798a,Chrome,Jabalpur,Madhya Pradesh,22.278811,81.636627,81,7,3,98,1,1,1,10,True,True,True,0.91,0
Aadi Patil,2007-04-12,Other,chavvi38@example.com,8528778678,"97, Narula Marg, Bikaner-688281",LREYK47970,957432627906,Personal,259059,1618785,710.0,0.16,Marriage,Branch,On-time,Approved,183.143.208.178,476b43f5-d0ae-4e1f-a41b-dabc9008827d,Firefox,Katni,Sikkim,22.657818,75.708561,432,0,4,74,1,1,1,2,True,True,True,0.91,0
Chakrika Garde,1981-07-24,Female,utkarsh66@example.net,2079168022,"71, Korpal Marg, Nellore 782295",DFDVZ38539,482447196239,Personal,194727,608023,313.0,0.32,Travel,Agent,Defaulted,Rejected,166.83.130.116,a038b1b1-3ada-4631-a534-5c40160769c2,Edge,Bongaigaon,Haryana,13.883913,89.416729,124,16,1,60,1,1,1,1,True,True,True,0.76,0
Oviya Prasad,1973-03-19,Male,gauravsaraf@example.net,6049180720,"H.No. 226, Thaker Path, Guwahati 805850",OJWBF75681,746020736118,Auto,1453382,678671,382.0,2.14,Travel,Agent,On-time,Approved,167.172.109.110,02b80c7a-c75a-403c-bce3-9609b9f19d75,Chrome,Mango,Jharkhand,10.93785,73.037324,563,3,2,98,1,1,1,9,True,True,True,0.61,0
Bhavani Buch,1991-02-20,Other,dattaira@example.org,1697053313,"H.No. 60, Raval, Khammam-480986",UQFSE15620,865739771693,Personal,1175582,413227,609.0,2.84,Travel,Branch,On-time,Approved,204.49.72.147,ea4c7ab4-9fcd-4ebb-8b3a-17ba5f46f3bd,Opera,Kota,Sikkim,27.896628,80.969029,152,9,1,87,1,1,1,5,True,True,True,0.94,0
Chatresh Sharma,2006-02-12,Other,rairachana@example.net,4701596094,"25/300, Parmer Nagar, South Dumdum 667480",GHOJH16191,569431017435,Home,1309506,799181,724.0,1.64,Business,Online,On-time,Approved,222.118.115.174,f1e9cb31-27ad-4993-a361-1f0a19e20821,Safari,Orai,Himachal Pradesh,34.318066,84.514639,410,15,2,29,1,1,1,9,True,True,True,0.99,0
Yadavi Sarna,1961-06-23,Other,rajulipika@example.com,3116770323,"53, Sandal Marg, Belgaum 527473",ZRHSZ65401,591011272037,Personal,499729,416322,829.0,1.2,Renovation,Agent,On-time,Rejected,84.196.182.102,47aeb652-ef90-469d-a6b6-bf53f025713b,Chrome,Thanjavur,Meghalaya,8.711945,95.451198,458,8,3,36,1,1,1,10,True,True,True,0.85,0
Harita Basu,1968-04-13,Other,nathan46@example.net,2776080904,"12, Bajaj Road, Dhule-916432",MSRRG25964,567269508143,Personal,1092251,847780,357.0,1.29,Travel,Agent,Delayed,Approved,193.198.32.179,ed5845d2-3cad-425e-a712-18341a5f2a29,Opera,Gangtok,Sikkim,15.644368,88.801283,205,22,5,22,1,1,1,2,True,True,True,0.77,0
Gopal Mistry,1961-03-18,Other,mistrybishakha@example.org,7079938438,"09/72, Bera, Bhopal 685009",IFEGJ37312,749933743038,Business,2106350,1880172,626.0,1.12,Investment,Online,On-time,Approved,181.114.213.247,d895733b-3447-43ab-9793-4d271b8a354b,Chrome,Ballia,Telangana,12.21125,73.211527,585,22,0,2,1,1,1,10,True,True,True,0.86,0
Reva Dutt,1986-06-05,Male,bavaluke@example.net,8614270562,"H.No. 920, Muni Nagar, Latur 537085",WMUMG29248,225183395895,Education,1196789,1564061,835.0,0.77,Medical,Agent,On-time,Approved,184.80.45.238,4016f3b7-8dc0-41ab-b906-9d801f61e17f,Edge,Mirzapur,Madhya Pradesh,22.565959,78.450899,66,23,3,100,1,1,1,5,True,True,True,0.98,0
Abha Kohli,1966-05-11,Female,vmishra@example.net,1639663074,"H.No. 98, Bahl Ganj, Panipat-868955",DFIHK42933,591283391209,Education,911155,344230,841.0,2.65,Investment,Online,Defaulted,Approved,209.35.32.58,0a6a9e60-2ad5-4761-aff2-30eb1dc580d4,Firefox,Bangalore,Mizoram,20.237655,93.776457,137,0,2,44,1,1,1,3,True,True,True,0.7,0
Faris Khanna,1975-05-06,Male,ati70@example.net,6908085491,"21/851, Grewal Nagar, Rohtak-719568",NPBQS20724,752882448774,Auto,1180942,774234,416.0,1.53,Investment,Online,Defaulted,Rejected,155.92.202.233,0d47adaf-98a8-4a34-bb25-b80f3ab5f890,Edge,Surat,Kerala,20.128298,80.963596,258,7,0,72,1,1,1,1,True,True,True,0.77,0
Hemal Radhakrishnan,1977-07-23,Female,chanakya04@example.net,9587236725,"409, Buch Circle, Warangal-347044",WGWYS77394,987017624167,Personal,1317283,668758,,1.97,Medical,Online,On-time,Rejected,198.201.136.205,5d04ec6d-5bfc-4e9f-ab41-a77e2707fa87,Safari,Siwan,Tripura,33.998203,68.672338,8,11,2,86,3,2,2,1,False,True,True,0.51,1
Bahadurjit Bains,1968-03-18,Other,kshere@example.org,0707448497,"04/835, Tank Marg, Kollam 485322",KBSVS15231,459586873589,Home,792980,1137155,649.0,0.7,Marriage,Online,Delayed,Approved,41.188.132.119,2ef44d5d-9ddd-4564-acd9-35a4fb6631a2,Safari,Bharatpur,Maharashtra,28.908334,78.09956,471,3,2,66,1,1,1,8,True,True,True,0.98,0
Krisha Raghavan,2002-08-25,Female,raghavgolla@example.net,4429630667,"H.No. 72, Chand Chowk, Rampur 194154",EMDKS64172,647066589057,Personal,1637219,856523,631.0,1.91,Renovation,Agent,On-time,Rejected,223.90.49.70,3ec3147a-7e18-4a2e-a03c-16e9f69f3669,Edge,Bongaigaon,Arunachal Pradesh,16.430838,89.706917,364,7,5,79,1,1,1,10,True,True,True,0.73,0
Jatin Wadhwa,1962-12-31,Female,vrindabanik@example.com,3055680201,"33/07, Deep Zila, Siliguri-868319",ONNOK59363,426581416321,Business,1032214,1661500,528.0,0.62,Renovation,Branch,Delayed,Approved,146.24.54.143,2b9bff5f-400e-47fc-8ede-020fd4c91964,Safari,Gwalior,Telangana,27.344681,69.895276,289,19,5,79,1,1,1,3,True,True,True,0.72,0
Deepa Bobal,1994-12-25,Female,yashbiswas@example.com,6143272584,"969, Kumar Nagar, Navi Mumbai 707852",GCBRT67613,141841187133,Personal,638668,360445,446.0,1.77,Marriage,Agent,On-time,Rejected,167.118.200.24,227ec857-e73e-4dfd-b28e-a88b50a3995f,Safari,Chennai,Andhra Pradesh,13.122218,95.007135,479,18,0,67,1,1,1,1,True,True,True,0.84,0
Yochana Kannan,1973-08-06,Other,chatresh79@example.com,4071627992,"H.No. 257, Buch Road, Agra-552117",HXZKD42432,125970497756,Home,1087330,852297,374.0,1.28,Medical,Agent,Defaulted,Rejected,115.234.1.106,71e1acfe-cb12-4adc-93b1-71f3e694d89c,Safari,Mau,Assam,12.433131,94.079351,542,4,0,67,1,1,1,9,True,True,True,0.69,0
Michael Kamdar,1997-07-11,Male,hdutt@example.org,1766130165,"77/66, Bava Street, Ichalkaranji-943847",RRSBX92736,399929831520,Education,2237336,1055434,458.0,2.12,Renovation,Branch,Delayed,Approved,40.127.21.119,d0b62fb4-95a3-4a81-9d7b-bdf41e34a65b,Firefox,Mira-Bhayandar,Andhra Pradesh,19.192108,94.398727,116,2,1,62,1,1,1,7,True,True,True,0.89,0
Imaran Muni,1994-05-13,Other,jonathan68@example.org,5631173293,"H.No. 68, Sandhu, Nandyal 612756",PZFUM83534,526202629126,Education,863836,1622056,501.0,0.53,Travel,Agent,Defaulted,Rejected,180.232.62.215,830ac27c-9ee3-4a0f-bc00-09e76f9d2e09,Chrome,Hajipur,Jharkhand,13.641134,82.287903,266,14,3,71,1,1,1,6,True,True,True,0.85,0
Ubika Desai,1976-01-13,Female,forum54@example.net,2379720776,"67/74, Seth, Alwar-854478",FKAEM90892,244572458374,Business,1281116,887599,,1.44,Renovation,Branch,Delayed,Approved,208.146.217.100,1086010f-8e1d-4e16-a6c8-847a75db7c8f,Firefox,Ahmednagar,Uttar Pradesh,36.458897,87.353956,18,4,3,68,3,4,5,7,True,False,False,0.17,1
Jyoti Lalla,2001-03-23,Male,rgrover@example.com,7661581784,"37, Swamy Marg, Loni 619256",AZCDV48445,398268360171,Education,1319329,538219,,2.45,Medical,Agent,On-time,Rejected,173.40.101.243,0f4cd111-b45b-41d1-b5db-75f6c7e0553b,Chrome,Medininagar,Tamil Nadu,11.365481,80.606472,7,8,0,62,3,4,2,9,False,False,True,0.25,1
Chanakya Dave,2007-09-28,Female,yashicabalakrishnan@example.net,6289367384,"035, Dube Road, Purnia 002770",MDZLV75191,382865980881,Personal,2388511,1851804,753.0,1.29,Travel,Online,Delayed,Approved,205.107.33.196,8f5a4b2f-7fdf-4e62-8cb2-9606f8986ee9,Edge,Tiruppur,Madhya Pradesh,32.170229,81.771629,126,9,0,15,1,1,1,8,True,True,True,0.69,0
Anirudh More,1989-03-14,Male,chandchatura@example.org,0373795729,"H.No. 49, Kuruvilla Circle, Nanded-509434",LQYTC58192,877736471148,Education,945307,223974,579.0,4.22,Renovation,Agent,Delayed,Rejected,216.146.84.184,ecf30d66-4bc9-4600-a66f-ece5cada74d0,Opera,Amaravati,Uttarakhand,31.064827,88.099591,142,8,2,90,1,1,1,1,True,True,True,0.64,0
Rayaan Goda,2001-03-13,Female,gillwarhi@example.com,6565282051,"97/88, Sule, Kanpur-309865",QDIEO13815,829811491676,Personal,779837,433315,576.0,1.8,Business,Agent,Delayed,Rejected,131.208.224.6,f2a17c5c-872e-4536-8f77-2cbcdbf34c33,Chrome,Ichalkaranji,Chhattisgarh,25.662189,85.111244,144,10,0,60,1,1,1,5,True,True,True,0.69,0
